Scenario,time,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14,v_15,v_16,v_17,v_18,v_19,v_20,v_21,v_22,v_23,v_24,v_25,v_26,v_27,v_28,v_29,v_30,v_31,v_32,v_33,v_34,Loading, SOC, storage_P, storage_Q
2,8,1.000000,0.995781,0.993146,0.989874,0.987167,0.984737,0.983622,0.982994,0.982236,0.981941,0.981843,0.981823,0.993034,0.992807,0.992752,0.992748,0.982616,0.980699,0.978439,0.976363,0.974515,0.972753,0.971301,0.970311,0.969743,0.969622,0.969507,0.983536,0.983519,0.983525,0.981837,0.981697,0.981580,0.981526,36.751067,30.000025, 0.048568, 0.023522
2,9,1.000000,0.996906,0.996637,0.996934,0.997129,0.997353,0.998331,0.998939,0.999282,0.999631,0.999972,1.000072,0.996514,0.996421,0.996405,0.996403,0.997185,0.997215,0.997699,0.998197,0.998755,0.999322,1.000134,1.000766,1.001166,1.001384,1.001404,0.998365,0.998374,0.998370,0.999481,0.999360,0.999287,0.999261,31.058021,34.649361, -464.933552, -225.177597
2,10,1.000000,0.996656,0.995963,0.995677,0.995504,0.995276,0.996146,0.996687,0.996694,0.996456,0.996404,0.996414,0.995878,0.995901,0.995938,0.995944,0.994670,0.994342,0.994053,0.993892,0.993969,0.994150,0.994071,0.994164,0.994289,0.994351,0.994306,0.996177,0.996271,0.996173,0.996340,0.996204,0.996130,0.996151,34.408844,34.432183, 21.717744, 10.518384
2,11,1.000000,0.996609,0.997169,0.998418,0.999411,1.000525,1.001145,1.001294,1.000818,1.000995,1.000985,1.001055,0.997340,0.997370,0.997390,0.997388,1.001674,1.002652,1.004167,1.005116,1.006137,1.007302,1.007961,1.008603,1.009120,1.009537,1.009651,1.001347,1.001544,1.001622,1.001140,1.001303,1.001376,1.001391,34.999836,47.673959, -1324.177599, -641.328482
2,12,1.000000,0.996254,0.998234,1.001665,1.004621,1.007565,1.007884,1.007740,1.007902,1.008058,1.008036,1.008141,0.998459,0.998699,0.998885,0.998896,1.011072,1.013732,1.017036,1.020133,1.023109,1.026430,1.030459,1.034112,1.035171,1.035422,1.035513,1.008153,1.008435,1.008584,1.008200,1.008248,1.008231,1.008246,40.965164,68.935201, -2126.124200, -1029.728948
2,13,1.000000,0.996455,0.997850,1.000733,1.003247,1.006078,1.008218,1.009432,1.010754,1.011543,1.011910,1.012062,0.997680,0.997549,0.997523,0.997529,1.008426,1.010644,1.013255,1.015482,1.017254,1.019645,1.021203,1.023016,1.023607,1.023570,1.023551,1.008380,1.008429,1.008482,1.011693,1.011881,1.011919,1.011929,37.592121,89.449735, -2051.453379, -993.564219
2,14,1.000000,0.996504,0.996892,0.998286,0.999515,1.000634,1.001748,1.002350,1.003388,1.003908,1.004113,1.004122,0.996748,0.996649,0.996626,0.996628,1.001505,1.002245,1.003442,1.004564,1.005520,1.006346,1.007333,1.008361,1.008831,1.008815,1.008754,1.001855,1.001976,1.002009,1.004051,1.004190,1.004284,1.004327,36.511604,99.998838, -1054.910272, -510.916363
2,15,1.000000,0.996711,0.995850,0.995097,0.994720,0.994152,0.994289,0.994336,0.994353,0.994467,0.994422,0.994434,0.995943,0.995971,0.995990,0.995998,0.993564,0.992870,0.992135,0.991607,0.991509,0.991273,0.990842,0.990346,0.989980,0.989871,0.989790,0.994326,0.994375,0.994453,0.994606,0.994694,0.994720,0.994694,33.417643,99.511556, 48.728141, 23.600116
2,16,1.000000,0.996743,0.996034,0.995670,0.995247,0.995061,0.994560,0.994414,0.994467,0.994638,0.994679,0.994721,0.995974,0.995967,0.995945,0.995943,0.995319,0.995346,0.995219,0.994996,0.995077,0.995270,0.995343,0.996039,0.996468,0.996727,0.996735,0.994422,0.994297,0.994255,0.994717,0.994808,0.994793,0.994778,32.934020,99.999974, -48.841814, -23.655170
2,17,1.000000,0.995772,0.992655,0.988878,0.985648,0.982788,0.979818,0.977965,0.976085,0.975385,0.975219,0.975117,0.992381,0.992109,0.992066,0.992068,0.981269,0.979813,0.977956,0.977042,0.976580,0.976399,0.976574,0.976534,0.976487,0.976416,0.976404,0.979726,0.979690,0.979631,0.975060,0.974756,0.974627,0.974578,36.817767,99.999971, 0.000299, 0.000145
